filepath,filename,video_id,original_class,shot_type,has_text,joint_label,split,embedding_index,shot_true_idx,shot_pred_idx,shot_pred,text_true,text_pred,text_threshold,text_probability,shot_confidence,joint_confidence,shot_correct,text_correct,joint_correct,prob_shot_close-up,prob_shot_medium,prob_shot_object,prob_shot_space,prob_shot_wide
C:\Temp\shot-classification\labeled_dataset\medium_text\0194_cut_001.jpg,0194_cut_001.jpg,194,medium_text,medium,1,medium_text,test,1652,1,1,medium,1,1,0.44,0.4975545,0.63553077,0.31931955,True,True,True,0.3625724,0.63553077,0.0005521576,8.222943e-07,0.0013438944
C:\Temp\shot-classification\labeled_dataset\close-up_text\0019_cut_002.jpg,0019_cut_002.jpg,19,close-up_text,close-up,1,close-up_text,test,220,0,1,medium,1,1,0.44,0.52143973,0.61844873,0.32248375,False,True,False,0.37638202,0.61844873,0.0017604568,8.479072e-06,0.0034003116
C:\Temp\shot-classification\labeled_dataset\close-up_text\0114_cut_006.jpg,0114_cut_006.jpg,114,close-up_text,close-up,1,close-up_text,test,1078,0,0,close-up,1,1,0.44,0.6329138,0.55253124,0.34970465,True,True,True,0.55253124,0.44519475,0.0013266042,2.5380607e-06,0.00094481435
C:\Temp\shot-classification\labeled_dataset\medium_notext\0139_cut_003.jpg,0139_cut_003.jpg,139,medium_notext,medium,0,medium_notext,test,1254,1,4,wide,0,0,0.44,0.34951735,0.56042844,0.36454898,False,True,False,0.0023390714,0.033001058,0.053667195,0.35056427,0.56042844
C:\Temp\shot-classification\labeled_dataset\wide_text\0075_cut_003.jpg,0075_cut_003.jpg,75,wide_text,wide,1,wide_text,test,752,4,4,wide,1,0,0.44,0.43794346,0.68340933,0.38411468,True,False,False,0.0016682228,0.31475264,9.2619266e-05,7.712886e-05,0.68340933
C:\Temp\shot-classification\labeled_dataset\wide_text\0025_cut_002.jpg,0025_cut_002.jpg,25,wide_text,wide,1,wide_text,test,304,4,4,wide,1,1,0.44,0.47643682,0.7687779,0.4025038,True,True,True,0.00085531274,0.23023142,3.804634e-05,9.72606e-05,0.7687779
C:\Temp\shot-classification\labeled_dataset\close-up_text\0114_cut_011.jpg,0114_cut_011.jpg,114,close-up_text,close-up,1,close-up_text,test,1080,0,0,close-up,1,0,0.44,0.4149018,0.71239793,0.41682276,True,False,False,0.71239793,0.28510296,0.0018176291,3.768667e-06,0.0006777852
C:\Temp\shot-classification\labeled_dataset\medium_notext\0139_cut_006.jpg,0139_cut_006.jpg,139,medium_notext,medium,0,medium_notext,test,1257,1,1,medium,0,1,0.44,0.5166556,0.84062445,0.43431336,True,False,False,0.024456363,0.84062445,0.0012796976,0.00013446789,0.13350499
C:\Temp\shot-classification\labeled_dataset\medium_notext\0025_cut_006.jpg,0025_cut_006.jpg,25,medium_notext,medium,0,medium_notext,test,295,1,1,medium,0,1,0.44,0.45961258,0.8042071,0.43458337,True,False,False,0.003215742,0.8042071,1.5197719e-05,3.0608485e-06,0.19255884
C:\Temp\shot-classification\labeled_dataset\wide_text\0031_cut_003.jpg,0031_cut_003.jpg,31,wide_text,wide,1,wide_text,test,379,4,4,wide,1,1,0.44,0.602521,0.72998244,0.43982974,True,True,True,0.00414428,0.26275375,0.0013662176,0.0017532697,0.72998244
