filepath,filename,video_id,original_class,shot_type,has_text,joint_label,split,embedding_index,shot_true_idx,shot_pred_idx,shot_pred,text_true,text_pred,text_threshold,text_probability,shot_confidence,joint_confidence,shot_correct,text_correct,joint_correct,prob_shot_close-up,prob_shot_medium,prob_shot_object,prob_shot_space,prob_shot_wide
C:\Temp\shot-classification\labeled_dataset\object_notext\0138_cut_007.jpg,0138_cut_007.jpg,138,object_notext,object,0,object_notext,test,1250,2,2,object,0,1,0.44,0.9855568,0.95604855,0.9422401,True,False,False,0.0030588575,0.0013544123,0.95604855,0.039086886,0.00045135364
C:\Temp\shot-classification\labeled_dataset\close-up_text\0056_cut_001.jpg,0056_cut_001.jpg,56,close-up_text,close-up,1,close-up_text,test,617,0,2,object,1,1,0.44,0.9959196,0.94029284,0.936456,False,True,False,0.054211274,0.0052203382,0.94029284,0.00026207443,1.3491125e-05
C:\Temp\shot-classification\labeled_dataset\medium_text\0110_cut_003.jpg,0110_cut_003.jpg,110,medium_text,medium,1,medium_text,test,1039,1,2,object,1,1,0.44,0.99964714,0.92512614,0.9247997,False,True,False,0.034481302,0.034257483,0.92512614,0.004910766,0.0012243039
C:\Temp\shot-classification\labeled_dataset\close-up_text\0056_cut_018.jpg,0056_cut_018.jpg,56,close-up_text,close-up,1,close-up_text,test,618,0,2,object,1,1,0.44,0.981857,0.9187342,0.9020656,False,True,False,0.067078255,0.013292315,0.9187342,0.00079081825,0.000104425395
C:\Temp\shot-classification\labeled_dataset\close-up_text\0119_cut_011.jpg,0119_cut_011.jpg,119,close-up_text,close-up,1,close-up_text,test,1107,0,1,medium,1,1,0.44,0.999936,0.8897428,0.8896858,False,True,False,0.10264925,0.8897428,0.004169345,8.206294e-06,0.0034304995
C:\Temp\shot-classification\labeled_dataset\wide_text\0017_cut_011.jpg,0017_cut_011.jpg,17,wide_text,wide,1,wide_text,test,214,4,1,medium,1,1,0.44,0.9989868,0.88373363,0.8828382,False,True,False,0.0075317626,0.88373363,0.00018068077,1.5690102e-05,0.10853832
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0185_cut_002.jpg,0185_cut_002.jpg,185,close-up_notext,close-up,0,close-up_notext,test,1595,0,0,close-up,0,1,0.44,0.8964564,0.9843313,0.8824101,True,False,False,0.9843313,0.015585096,8.326263e-05,1.5371016e-09,2.9851023e-07
C:\Temp\shot-classification\labeled_dataset\object_notext\0068_cut_006.jpg,0068_cut_006.jpg,68,object_notext,object,0,object_notext,test,712,2,2,object,0,1,0.44,0.90452105,0.9724478,0.8795995,True,False,False,0.023203999,0.0017999784,0.9724478,0.0025141132,3.4226618e-05
C:\Temp\shot-classification\labeled_dataset\medium_text\0114_cut_012.jpg,0114_cut_012.jpg,114,medium_text,medium,1,medium_text,test,1085,1,0,close-up,1,1,0.44,0.99557084,0.8583449,0.85454315,False,True,False,0.8583449,0.13140638,0.010191882,1.8562239e-06,5.509156e-05
C:\Temp\shot-classification\labeled_dataset\object_notext\0138_cut_005.jpg,0138_cut_005.jpg,138,object_notext,object,0,object_notext,test,1249,2,2,object,0,1,0.44,0.86522436,0.9746767,0.84331405,True,False,False,0.0043882267,0.0021101388,0.9746767,0.018348072,0.00047667194
C:\Temp\shot-classification\labeled_dataset\wide_text\0017_cut_014.jpg,0017_cut_014.jpg,17,wide_text,wide,1,wide_text,test,216,4,1,medium,1,1,0.44,0.9988201,0.84176016,0.84076697,False,True,False,0.00842757,0.84176016,0.00025963123,3.4715387e-05,0.14951795
C:\Temp\shot-classification\labeled_dataset\medium_text\0119_cut_015.jpg,0119_cut_015.jpg,119,medium_text,medium,1,medium_text,test,1112,1,4,wide,1,1,0.44,0.9962663,0.83895105,0.83581865,False,True,False,0.0022562183,0.13531198,0.0062511233,0.017229637,0.83895105
C:\Temp\shot-classification\labeled_dataset\wide_text\0017_cut_008.jpg,0017_cut_008.jpg,17,wide_text,wide,1,wide_text,test,212,4,1,medium,1,1,0.44,0.9997626,0.81003046,0.8098382,False,True,False,0.012541774,0.81003046,0.0010548504,0.0001620199,0.17621084
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0185_cut_003.jpg,0185_cut_003.jpg,185,close-up_notext,close-up,0,close-up_notext,test,1596,0,0,close-up,0,1,0.44,0.835458,0.9679585,0.80868864,True,False,False,0.9679585,0.03197503,6.546162e-05,2.117491e-09,1.0434801e-06
C:\Temp\shot-classification\labeled_dataset\close-up_text\0210_cut_003.jpg,0210_cut_003.jpg,210,close-up_text,close-up,1,close-up_text,test,1864,0,1,medium,1,1,0.44,0.9994672,0.80388635,0.80345803,False,True,False,0.19303761,0.80388635,0.002503789,5.841318e-07,0.0005717214
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0185_cut_004.jpg,0185_cut_004.jpg,185,close-up_notext,close-up,0,close-up_notext,test,1597,0,0,close-up,0,1,0.44,0.81065184,0.9767472,0.7918019,True,False,False,0.9767472,0.023181822,7.025182e-05,2.1385804e-09,6.9828604e-07
C:\Temp\shot-classification\labeled_dataset\wide_text\0019_cut_004.jpg,0019_cut_004.jpg,19,wide_text,wide,1,wide_text,test,223,4,4,wide,1,0,0.44,0.1946492,0.9768908,0.78673977,True,False,False,8.468526e-05,0.021486295,6.823426e-05,0.0014699753,0.9768908
C:\Temp\shot-classification\labeled_dataset\medium_text\0194_cut_002.jpg,0194_cut_002.jpg,194,medium_text,medium,1,medium_text,test,1653,1,0,close-up,1,1,0.44,0.99733514,0.7840097,0.78192043,False,True,False,0.7840097,0.2141754,0.0017548426,3.5421587e-07,5.9726724e-05
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0185_cut_005.jpg,0185_cut_005.jpg,185,close-up_notext,close-up,0,close-up_notext,test,1598,0,0,close-up,0,1,0.44,0.7913892,0.97938204,0.7750724,True,False,False,0.97938204,0.020513471,0.000103741804,3.2780787e-09,6.7463344e-07
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0114_cut_001.jpg,0114_cut_001.jpg,114,close-up_notext,close-up,0,close-up_notext,test,1074,0,0,close-up,0,1,0.44,0.8090287,0.9556081,0.7731144,True,False,False,0.9556081,0.043507606,0.0008784608,7.897288e-08,5.8058667e-06
C:\Temp\shot-classification\labeled_dataset\wide_notext\0138_cut_004.jpg,0138_cut_004.jpg,138,wide_notext,wide,0,wide_notext,test,1251,4,1,medium,0,0,0.44,0.036964025,0.80077595,0.77117604,False,True,False,0.01406794,0.80077595,0.00022948728,2.490105e-05,0.18490165
C:\Temp\shot-classification\labeled_dataset\wide_text\0017_cut_002.jpg,0017_cut_002.jpg,17,wide_text,wide,1,wide_text,test,211,4,1,medium,1,1,0.44,0.9998739,0.7388052,0.738712,False,True,False,0.0041739764,0.7388052,0.0005625552,0.00011492247,0.25634342
C:\Temp\shot-classification\labeled_dataset\close-up_text\0097_cut_005.jpg,0097_cut_005.jpg,97,close-up_text,close-up,1,close-up_text,test,940,0,2,object,1,1,0.44,0.9997296,0.7342959,0.7340973,False,True,False,0.22008845,0.04529783,0.7342959,0.00022517159,9.2672344e-05
C:\Temp\shot-classification\labeled_dataset\space_notext\0106_cut_001.jpg,0106_cut_001.jpg,106,space_notext,space,0,space_notext,test,993,3,2,object,0,0,0.44,0.016398124,0.74337167,0.73118174,False,True,False,0.011380383,0.0033774525,0.74337167,0.23799229,0.0038782477
C:\Temp\shot-classification\labeled_dataset\object_text\0110_cut_005.jpg,0110_cut_005.jpg,110,object_text,object,1,object_text,test,1042,2,3,space,1,1,0.44,0.9963844,0.7279979,0.72536576,False,True,False,0.00011059684,0.00032346896,0.2666701,0.7279979,0.004897891
